hgnc_symbol	chromosome_name
GPR153	1
GPR155	2
GPR156	3
GPR157	1
GPR158	10
GPR160	3
GPR161	1
GPR162	12
GPR17	2
GPR171	3
GPR173	X
GPR174	X
GPR176	15
GPR179	17
GPR18	13
GPR180	13
GPR182	12
GPR183	13
GPR19	12
GPR20	8
GPR21	9
GPR27	3
GPR3	1
GPR34	X
GPR35	2
GPR37	7
GPR37L1	1
GPR39	2
GPR4	19
GPR55	2
GPR62	3
GPR63	6
GPR65	14
GPR68	14
GPR75	2
GPR75-ASB3	2
GPR82	X
GPR83	11
GPR84	12
GPR85	7
GPR87	3
GPR88	1
GPR89A	1
GPR89B	1
GPRASP1	X
GPRASP2	X
GPRC5A	12
GPRC5B	16
GPRC5C	17
GPRC5D	12
GPRIN1	5
GPRIN2	10
GPRIN3	4
GPS1	17
GPS2	17
GPSM1	9
GPSM2	1
GPSM3	6
GPT	8
GPX1	3
GPX2	14
GPX3	5
GPX4	19
GPX7	1
GPX8	5
GRAMD1A	19
GRAMD1B	11
GRAMD1C	3
GRAMD2	15
GRAMD3	5
GRAMD4	22
GRAP	17
GRAP2	22
GRAPL	17
GRASP	12
GRB10	7
GRB2	17
GRB7	17
GREM2	1
GRHL1	2
GRHL2	8
GRHL3	1
GRHPR	9
GRIA2	4
GRIA3	X
GRIA4	11
GRID1	10
GRID2IP	7
GRIK2	6
GRIK3	1
GRIK4	11
GRIK5	19
GRIN1	9
GRIN2C	17
GRIN2D	19
GRIN3A	9
GRINA	8
GRIP1	12
GRIPAP1	X
GRK4	4
GRK5	10
GRK6	5
GRM1	6
GRM2	3
GRM6	5
GRM7	3
GRM8	7
GRN	17
GRPEL1	4
GRPEL2	5
GRSF1	4
GRTP1	13
GRWD1	19
GSAP	7
GSC	14
GSDMA	17
GSDMB	17
GSDMD	8
GSE1	16
GSG2	17
GSK3A	19
GSK3B	3
GSKIP	14
GSN	9
GSPT1	16
GSPT2	X
GSR	8
GSS	20
GSTA4	6
GSTCD	4
GSTK1	7
GSTM2	1
GSTM3	1
GSTM4	1
GSTO1	10
GSTO2	10
GSTP1	11
GSTT2	22
GSTZ1	14
GTDC1	2
GTF2A1	14
GTF2A2	15
GTF2B	1
GTF2E1	3
GTF2E2	8
GTF2F1	19
GTF2F2	13
GTF2H1	11
GTF2H2	5
GTF2H2C	5
GTF2H3	12
GTF2H4	6
GTF2H5	6
GTF2I	7
GTF2IP1	7
GTF2IRD1	7
GTF2IRD1P1	7
GTF2IRD2	7
GTF2IRD2B	7
GTF3A	13
GTF3C1	16
GTF3C2	2
GTF3C3	2
GTF3C4	9
GTF3C5	9
GTF3C6	6
GTPBP1	22
GTPBP10	7
GTPBP2	6
GTPBP3	19
GTPBP4	10
GTPBP6	X
GTPBP8	3
GTSE1	22
GTSE1-AS1	22
GUCA1B	6
GUCD1	22
GUCY1A2	11
GUCY1A3	4
GUCY1B2	13
GUCY1B3	4
GUCY2C	12
GUCY2D	17
GUF1	4
GUK1	1
GULP1	2
GUSBP1	5
GUSBP11	22
GUSBP2	6
GUSBP5	4
GVINP1	11
GXYLT1	12
GXYLT2	3
GYG1	3
GYLTL1B	11
GYPC	2
GYPE	4
GYS1	19
GZF1	20
GZMA	5
GZMB	14
GZMH	14
GZMM	19
H19	11
H1F0	22
H1FX	3
H2AFB1	X
H2AFJ	12
H2AFV	7
H2AFX	11
H2AFY	5
H2AFY2	10
H2AFZ	4
H2BFM	X
H3F3A	1
H3F3B	17
H3F3C	12
H6PD	1
HABP4	9
HACD1	10
HACD2	3
HACD3	15
HACD4	9
HACE1	6
HACL1	3
HADH	4
HADHA	2
HADHB	2
HAGH	16
HAGHL	16
HAMP	19
HAND2	4
HAP1	17
HAPLN3	15
HAPLN4	19
HAR1B	20
HARBI1	11
HARS	5
HARS2	5
HAS3	16
HAT1	2
HAUS1	18
HAUS2	15
HAUS3	4
HAUS4	14
HAUS5	19
HAUS6	9
HAUS7	X
HAUS8	19
HAVCR1	5
HAVCR2	5
HAX1	1
HBA1	16
HBA2	16
HBEGF	5
HBP1	7
HBS1L	6
HCAR1	12
HCAR2	12
HCAR3	12
HCCS	X
HCFC1	X
HCFC1R1	16
HCFC2	12
HCG22	6
HCG27	6
HCK	20
HCLS1	3
HCN2	19
HCN3	1
HCP5	6
HCST	19
HDAC1	1
HDAC10	22
HDAC11	3
HDAC2	6
HDAC3	5
HDAC4	2
HDAC5	17
HDAC6	X
HDAC7	12
HDAC8	X
HDAC9	7
HDC	15
HDDC2	6
HDDC3	15
HDGF	1
HDHD2	18
HDHD3	9
HDLBP	2
HDX	X
HEATR1	1
HEATR3	16
HEATR4	14
HEATR5A	14
HEATR5B	2
HEATR6	17
HEBP1	12
HEBP2	6
HECA	6
HECTD1	14
HECTD2	10
HECTD3	1
HECTD4	12
HECW1	7
HECW2	2
HEG1	3
HELB	12
HELLS	10
HELQ	4
HELZ	17
HELZ2	20
HEMK1	3
HENMT1	1
HEPH	X
HEPN1	11
HERC1	15
HERC2	15
HERC3	4
HERC4	10
HERC5	4
HERPUD1	16
HERPUD2	7
HES1	3
HES2	1
HES4	1
HES6	2
HESX1	3
HEXA	15
HEXA-AS1	15
HEXB	5
HEXDC	17
HEXIM1	17
HEXIM2	17
HEY1	8
HEY2	6
HEYL	1
HFE	6
HFM1	1
HGF	7
HGFAC	4
HGH1	8
HGS	17
HGSNAT	8
HHAT	1
HHEX	10
HHIPL1	14
HHLA1	8
HHLA2	3
HHLA3	1
HIBADH	7
HIBCH	2
HIC1	17
HIC2	22
HID1	17
HIF1A	14
HIF1AN	10
HIF3A	19
HIGD1A	3
HIGD1B	17
HIGD2A	5
HILPDA	7
HINFP	11
HINT1	5
HINT2	9
HINT3	6
HIP1	7
HIP1R	12
HIPK1	1
HIPK2	7
HIPK3	11
HIPK4	19
HIRA	22
HIRIP3	16
HIST1H1C	6
HIST1H1E	6
HIST1H2AC	6
HIST1H2AD	6
HIST1H2AE	6
HIST1H2AJ	6
HIST1H2AK	6
HIST1H2AM	6
HIST1H2BE	6
HIST1H2BG	6
HIST1H2BH	6
HIST1H2BJ	6
HIST1H2BK	6
HIST1H2BN	6
HIST1H3D	6
HIST1H3E	6
HIST1H3H	6
HIST1H4H	6
HIST1H4J	6
HIST1H4K	6
HIST2H2AA3	1
HIST2H2AC	1
HIST2H2BE	1
HIST2H2BF	1
HIST2H3C	1
HIST2H3D	1
HIST2H4A	1
HIST3H2A	1
HIST3H2BB	1
HIST4H4	12
HIVEP1	6
HIVEP2	6
HIVEP3	1
HJURP	2
HK1	10
HK2	2
HKDC1	10
HKR1	19
HLA-A	6
HLA-B	6
HLA-C	6
HLA-DMA	6
HLA-DMB	6
HLA-DOA	6
HLA-DOB	6
HLA-DPA1	6
HLA-DPB1	6
HLA-DPB2	6
HLA-DQA1	6
HLA-DQA2	6
HLA-DQB1	6
HLA-DQB2	6
HLA-DRA	6
HLA-DRB1	6
HLA-DRB5	6
HLA-DRB6	6
HLA-E	6
HLA-F	6
HLA-F-AS1	6
HLA-G	6
HLA-L	6
HLCS	21
HLF	17
HLTF	3
HLX	1
HM13	20
HMBOX1	8
HMBS	11
HMCES	3
HMCN1	1
HMG20A	15
HMG20B	19
HMGA1	6
HMGA2	12
HMGB1	13
HMGB2	4
HMGB3	X
HMGCL	1
HMGCLL1	6
HMGCR	5
HMGCS1	5
HMGN1	21
HMGN2	1
HMGN3	6
HMGN4	6
HMGN5	X
HMGXB3	5
HMGXB4	22
HMHA1	19
HMMR	5
HMOX2	16
HN1	17
HN1L	16
HNF1A	12
HNF1A-AS1	12
HNF4G	8
HNMT	2
HNRNPA0	5
HNRNPA1	12
HNRNPA1L2	13
HNRNPA2B1	7
HNRNPA3	2
HNRNPAB	5
HNRNPC	14
HNRNPD	4
HNRNPDL	4
HNRNPF	10
HNRNPH1	5
HNRNPH2	X
HNRNPH3	10
HNRNPK	9
HNRNPL	19
HNRNPLL	2
HNRNPM	19
HNRNPR	1
HNRNPU	1
HNRNPUL1	19
HNRNPUL2	11
HOGA1	10
HOMER1	5
HOMER2	15
HOMER3	19
HOMEZ	14
HOOK1	1
HOOK2	19
HOOK3	8
HOPX	4
HOXA1	7
HOXA10	7
HOXA11	7
HOXA13	7
HOXA2	7
HOXA3	7
HOXA4	7
HOXA5	7
HOXA6	7
HOXA7	7
HOXA9	7
HOXB2	17
HOXB3	17
HOXB4	17
HOXB5	17
HOXB6	17
HOXB7	17
HOXB8	17
HOXB9	17
HOXC10	12
HOXC11	12
HOXC13	12
HOXC4	12
HOXC5	12
HOXC6	12
HOXC8	12
HOXC9	12
HOXD1	2
HOXD10	2
HOXD3	2
HOXD4	2
HOXD8	2
HOXD9	2
HP1BP3	1
HPCA	1
HPCAL1	2
HPDL	1
HPGDS	4
HPN	19
HPN-AS1	19
HPRT1	X
HPS1	10
HPS3	3
HPS4	22
HPS5	11
HPS6	10
HPSE	4
HPSE2	10
HR	8
HRAS	11
HRC	19
HRCT1	9
HRH1	3
HRH2	5
HRH4	18
HRNR	1
HRSP12	8
HS1BP3	2
HS2ST1	1
HS3ST1	4
HS3ST3A1	17
HS3ST3B1	17
HS6ST1	2
HSBP1	16
HSBP1L1	18
HSCB	22
HSD11B1L	19
HSD11B2	16
HSD17B1	17
HSD17B10	X
HSD17B11	4
HSD17B12	11
HSD17B13	4
HSD17B14	19
HSD17B3	9
HSD17B4	5
HSD17B6	12
HSD17B7	1
HSD17B7P2	10
HSD17B8	6
HSD3B7	16
HSDL1	16
HSDL2	9
HSF1	8
HSF2	6
HSF2BP	21
HSF4	16
HSFX2	X
HSH2D	19
HSP90AA1	14
HSP90AB1	6
HSP90B1	12
HSPA12A	10
HSPA12B	20
HSPA13	21
HSPA14	10
HSPA1A	6
HSPA1B	6
HSPA1L	6
HSPA4	5
HSPA4L	4
HSPA5	9
HSPA6	1
HSPA8	11
HSPA9	5
HSPB1	7
HSPB11	1
HSPB2	11
HSPB6	19
HSPB9	17
HSPBAP1	3
HSPBP1	19
HSPD1	2
HSPE1	2
HSPG2	1
HSPH1	13
HTATIP2	11
HTATSF1	X
HTR1D	1
HTR1F	3
HTR2B	2
HTR3B	11
HTR7	10
HTR7P1	12
HTRA1	10
HTRA2	2
HTRA3	4
HTRA4	8
HTT	4
HUNK	21
HUS1	7
HUS1B	6
HUWE1	X
HVCN1	12
HYAL1	3
HYAL2	3
HYAL3	3
HYDIN	16
HYI	1
HYKK	15
HYLS1	11
HYOU1	11
HYPK	15
IAH1	2
IAPP	12
IARS	9
IARS2	1
IBA57	1
IBTK	6
ICA1	7
ICA1L	2
ICAM1	19
ICAM2	17
ICAM3	19
ICAM4	19
ICAM5	19
ICE1	5
ICE2	15
ICK	6
ICMT	1
ICOSLG	21
ICT1	17
ID1	20
ID2	2
ID3	1
ID4	6
IDE	10
IDH1	2
IDH3A	15
IDH3B	20
IDH3G	X
IDI1	10
IDI2	10
IDNK	9
IDO2	8
IDS	X
IDUA	4
IER2	19
IER3	6
IER3IP1	18
IER5	1
IER5L	9
IFFO1	12
IFFO2	1
IFI16	1
IFI27	14
IFI27L1	14
IFI27L2	14
IFI30	19
IFI35	17
IFI44	1
IFI6	1
IFIH1	2
IFIT2	10
IFIT3	10
IFIT5	10
IFITM1	11
IFITM2	11
IFITM3	11
IFNAR1	21
IFNAR2	21
IFNG	12
IFNGR1	6
IFNGR2	21
IFNLR1	1
IFRD1	7
IFRD2	3
IFT122	3
IFT140	16
IFT172	2
IFT20	17
IFT22	7
IFT27	22
IFT43	14
IFT46	11
IFT52	20
IFT57	3
IFT74	9
IFT80	3
IFT81	12
IFT88	13
IGBP1	X
IGDCC4	15
IGF1	12
IGF1R	15
IGF2	11
IGF2-AS	11
IGF2BP2	3
IGF2BP3	7
IGF2R	6
IGFALS	16
IGFBP2	2
IGFBP3	7
IGFBP4	17
IGFBP5	2
IGFBP6	12
IGFBP7	4
IGFLR1	19
IGHMBP2	11
IGIP	5
IGLON5	19
IGSF10	3
IGSF21	1
IGSF22	11
IGSF3	1
IGSF6	16
IGSF8	1
IGSF9	1
IGSF9B	11
IK	5
IKBIP	12
IKBKAP	9
IKBKB	8
IKBKE	1
IKBKG	X
IKZF1	7
IKZF2	2
IKZF4	12
IKZF5	10
IL10	1
IL10RA	11
IL10RB	21
IL11	19
IL11RA	9
IL12A	3
IL12RB1	19
IL12RB2	1
IL13RA1	X
IL13RA2	X
IL15RA	10
IL16	15
IL17B	5
IL17D	13
IL17RA	22
IL17RB	3
IL17RC	3
IL17RD	3
IL17RE	3
IL18	11
IL18BP	11
IL18R1	2
IL18RAP	2
IL1B	2
IL1R1	2
IL1R2	2
IL1RAP	3
IL1RAPL2	X
IL1RL1	2
IL1RL2	2
IL20RA	6
IL22RA1	1
IL23A	12
IL23R	1
IL24	1
IL27RA	19
IL2RA	10
IL2RB	22
IL2RG	X
IL31RA	5
IL33	9
IL34	16
IL3RA	X
IL4I1	19
IL4R	16
IL5RA	3
IL6R	1
IL6ST	5
IL7	8
IL9R	X
ILDR1	3
ILF2	1
ILF3	19
ILF3-AS1	19
ILK	11
ILKAP	2
ILVBL	19
IMMP1L	11
IMMP2L	7
IMMT	2
IMP3	15
IMP4	2
IMPA1	8
IMPACT	18
IMPAD1	8
IMPDH1	7
IMPDH2	3
IMPG1	6
IMPG2	3
INADL	1
INAFM1	19
INCA1	17
INCENP	11
INE1	X
INE2	X
INF2	14
ING1	13
ING2	4
ING3	7
ING4	12
ING5	2
INGX	X
INHA	2
INHBA	7
INHBA-AS1	7
INHBB	2
INIP	9
INMT	7
INO80	15
INO80B	2
INO80C	18
INO80D	2
INO80E	16
INPP1	2
INPP4A	2
INPP4B	4
INPP5A	10
INPP5B	1
INPP5D	2
INPP5E	9
INPP5F	10
INPP5J	22
INPP5K	17
INPPL1	11
INS-IGF2	11
INSC	11
INSIG1	7
INSIG2	2
INSL3	19
INSR	19
INSRR	1
INTS1	7
INTS10	8
INTS12	4
INTS2	17
INTS3	1
INTS4	11
INTS5	11
INTS6	13
INTS7	1
INTS8	8
INTS9	8
INTU	4
INVS	9
IP6K1	3
IP6K2	3
IPCEF1	6
IPMK	10
IPO11	5
IPO13	1
IPO4	14
IPO5	13
IPO7	11
IPO8	12
IPO9	1
IPP	1
IPPK	9
IQCA1	2
IQCB1	3
IQCC	1
IQCD	12
IQCE	7
IQCG	3
IQCH	15
IQCK	16
IQGAP1	15
IQGAP2	5
IQGAP3	1
IQSEC1	3
IQSEC2	X
IQSEC3	12
IQUB	7
IRAK1	X
IRAK1BP1	6
IRAK2	3
IRAK3	12
IRAK4	12
IREB2	15
IRF1	5
IRF2	4
IRF2BP1	19
IRF2BP2	1
IRF2BPL	14
IRF3	19
IRF4	6
IRF5	7
IRF6	1
IRF7	11
IRF8	16
IRF9	14
IRGM	5
IRGQ	19
IRS1	2
IRS2	13
IRS4	X
IRX1	5
IRX2	5
IRX3	16
IRX4	5
IRX5	16
IRX6	16
ISCA1	9
ISCA2	14
ISCU	12
ISG15	1
ISG20	15
ISG20L2	1
ISLR	15
ISLR2	15
ISM1	20
ISOC1	5
ISOC2	19
ISPD	7
IST1	16
ISY1	3
ISYNA1	19
ITCH	20
ITFG1	16
ITFG2	12
ITGA1	5
ITGA10	1
ITGA11	15
ITGA2	5
ITGA2B	17
ITGA3	17
ITGA4	2
ITGA5	12
ITGA6	2
ITGA8	10
ITGA9	3
ITGAD	16
ITGAE	17
ITGAL	16
ITGAV	2
ITGAX	16
ITGB1	10
ITGB1BP1	2
ITGB1BP2	X
ITGB2	21
ITGB3	17
ITGB3BP	1
ITGB4	17
ITGB5	3
ITGB6	2
ITGB7	12
ITGB8	7
ITGBL1	13
ITIH6	X
ITM2A	X
ITM2B	13
ITM2C	2
ITPA	20
ITPK1	14
ITPK1-AS1	14
ITPKA	15
ITPKB	1
ITPKC	19
ITPR1	3
ITPR2	12
ITPR3	6
ITPRIP	10
ITPRIPL1	2
ITPRIPL2	16
ITSN1	21
ITSN2	2
IVD	15
IVNS1ABP	1
IWS1	2
IZUMO4	19
JADE1	4
JADE2	5
JADE3	X
JAG1	20
JAG2	14
JAGN1	3
JAK1	1
JAK2	9
JAK3	19
JAKMIP2	5
JAKMIP3	10
JAM2	21
JAM3	11
JARID2	6
JAZF1	7
JDP2	14
JHDM1D-AS1	7
JKAMP	14
JMJD1C	10
JMJD1C-AS1	10
JMJD4	1
JMJD6	17
JMJD7-PLA2G4B	15
JMJD8	16
JMY	5
JOSD1	22
JOSD2	19
JPH3	16
JPH4	14
JPX	X
JRK	8
JRKL	11
JTB	1
JUN	1
JUNB	19
JUND	19
JUP	17
KAAG1	6
KALRN	3
KANK1	9
KANK2	19
KANK3	19
KANK4	1
KANSL1	17
KANSL1L	2
KANSL2	12
KANSL3	2
KARS	16
KAT2A	17
KAT2B	3
KAT5	11
KAT6A	8
KAT6B	10
KAT7	17
KAT8	16
KATNA1	6
KATNAL1	13
KATNAL2	18
KATNB1	16
KATNBL1	15
KAZALD1	10
KAZN	1
KBTBD11	8
KBTBD12	3
KBTBD2	7
KBTBD3	11
KBTBD4	11
KBTBD6	13
KBTBD7	13
KBTBD8	3
KCMF1	2
KCNA3	1
KCNA5	12
KCNA7	19
KCNAB1	3
KCNAB2	1
KCNAB3	17
KCNB1	20
KCNB2	8
KCNC1	11
KCNC3	19
KCNC4	1
KCND1	X
KCND2	7
KCND3	1
KCNE1	21
KCNE2	21
KCNE3	11
KCNE4	2
KCNE5	X
KCNG1	20
KCNH2	7
KCNH3	12
KCNH4	17
KCNH6	17
KCNH7	2
KCNH8	3
KCNIP1	5
KCNIP3	2
KCNIP4	4
KCNJ1	11
KCNJ10	1
KCNJ11	11
KCNJ13	2
KCNJ14	19
KCNJ15	21
KCNJ2	17
KCNJ5	11
KCNJ8	12
KCNK1	1
KCNK10	14
KCNK13	14
KCNK15	20
KCNK17	6
KCNK2	1
KCNK3	2
KCNK4	11
KCNK5	6
KCNK6	19
KCNK7	11
KCNMA1	10
KCNMB1	5
KCNMB2	3
KCNMB3	3
KCNMB4	12
KCNN1	19
KCNN3	1
KCNN4	19
KCNQ1	11
KCNQ1OT1	11
KCNQ3	8
KCNQ4	1
KCNRG	13
KCNS1	20
KCNS2	8
KCNS3	2
KCNT2	1
KCP	7
KCTD1	18
KCTD10	12
KCTD11	17
KCTD12	13
KCTD13	16
KCTD14	11
KCTD15	19
KCTD17	22
KCTD18	2
KCTD19	16
KCTD2	17
KCTD20	6
KCTD21	11
KCTD3	1
KCTD5	16
KCTD6	3
KCTD7	7
KCTD9	8
KDELC1	13
KDELC2	11
KDELR1	19
KDELR2	7
KDELR3	22
KDF1	1
KDM1A	1
KDM1B	6
KDM2A	11
KDM2B	12
KDM3A	2
KDM3B	5
KDM4A	1
KDM4B	19
KDM4C	9
KDM4D	11
KDM5A	12
KDM5B	1
KDM5C	X
KDM6A	X
KDM6B	17
KDM7A	7
KDM8	16
KDR	4
KDSR	18
KEAP1	19
KEL	7
KERA	12
KHDC1	6
KHDRBS1	1
KHDRBS3	8
KHK	2
KHNYN	14
KHSRP	19
KIAA0040	1
KIAA0087	7
KIAA0100	17
KIAA0101	15
KIAA0141	5
KIAA0196	8
KIAA0226L	13
KIAA0232	4
KIAA0319	6
KIAA0319L	1
KIAA0355	19
KIAA0368	9
KIAA0391	14
KIAA0408	6
KIAA0430	16
KIAA0513	16
KIAA0556	16
KIAA0586	14
KIAA0753	17
KIAA0825	5
KIAA0895	7
KIAA0895L	16
KIAA0907	1
KIAA0922	4
KIAA0930	22
KIAA1024	15
KIAA1033	12
KIAA1107	1
KIAA1109	4
KIAA1143	3
KIAA1147	7
KIAA1161	9
KIAA1191	5
KIAA1210	X
KIAA1211	4
KIAA1211L	2
KIAA1217	10
KIAA1257	3
KIAA1324	1
KIAA1324L	7
KIAA1328	18
KIAA1429	8
KIAA1456	8
KIAA1462	10
KIAA1468	18
KIAA1522	1
KIAA1524	3
KIAA1549	7
KIAA1549L	11
KIAA1551	12
KIAA1586	6
KIAA1614	1
KIAA1644	22
KIAA1671	22
KIAA1683	19
KIAA1715	2
KIAA1755	20
KIAA1841	2
KIAA1919	6
KIAA1958	9
KIAA2013	1
KIAA2022	X
KIAA2026	9
KIDINS220	2
KIF11	10
KIF13A	6
KIF13B	8
KIF15	3
KIF16B	20
KIF17	1
KIF18A	11
KIF18B	17
KIF19	17
KIF1B	1
KIF1C	17
KIF20A	5
KIF20B	10
KIF21A	12
KIF21B	1
KIF22	16
KIF23	15
KIF24	9
KIF26A	14
KIF26B	1
KIF27	9
KIF2A	5
KIF2C	1
KIF3A	5
KIF3B	20
KIF3C	2
KIF4A	X
KIF4B	5
KIF5A	12
KIF5B	10
KIF5C	2
KIF6	6
KIF7	15
KIF9	3
KIFAP3	1
KIFC1	6
KIFC2	8
KIFC3	16
KIN	10
KIR2DL4	19
KIR3DL1	19
KIRREL	1
KIRREL3	11
KISS1	1
KITLG	12
KIZ	20
KL	13
KLC1	14
KLC2	11
KLC3	19
KLC4	6
KLF1	19
KLF10	8
KLF11	2
KLF12	13
KLF13	15
KLF14	7
KLF15	3
KLF16	19
KLF2	19
KLF3	4
KLF4	9
KLF5	13
KLF6	10
KLF7	2
KLF8	X
KLF9	9
KLHDC1	14
KLHDC10	7
KLHDC2	14
KLHDC3	6
KLHDC4	16
KLHDC7A	1
KLHDC7B	22
KLHDC8A	1
KLHDC8B	3
KLHDC9	1
KLHL10	17
KLHL11	17
KLHL12	1
KLHL13	X
KLHL14	18
KLHL15	X
KLHL17	1
KLHL18	3
KLHL2	4
KLHL20	1
KLHL21	1
KLHL22	22
KLHL23	2
KLHL24	3
KLHL25	15
KLHL26	19
KLHL28	14
KLHL29	2
KLHL3	5
KLHL30	2
KLHL32	6
KLHL35	11
KLHL36	16
KLHL4	X
KLHL42	12
KLHL5	4
KLHL6	3
KLHL7	7
KLHL8	4
KLHL9	9
KLK1	19
KLK10	19
KLK11	19
KLK13	19
KLK4	19
KLK5	19
KLK6	19
KLK7	19
KLK8	19
KLK9	19
KLKB1	4
KLLN	10
KLRB1	12
KLRC1	12
KLRC2	12
KLRC3	12
KLRC4	12
KLRD1	12
KLRF1	12
KLRG1	12
KLRG2	7
KLRK1	12
KMT2A	11
KMT2B	19
KMT2C	7
KMT2D	12
KMT2E	7
KNDC1	10
KNOP1	16
KNSTRN	15
KNTC1	12
KPNA1	3
KPNA2	17
KPNA3	13
KPNA4	3
KPNA5	6
KPNA6	1
KPNB1	17
KPTN	19
KRAS	12
KRBA1	7
KRBA2	17
KRBOX4	X
KRCC1	2
KREMEN1	22
KREMEN2	16
KRI1	19
KRIT1	7
KRR1	12
KRT1	12
KRT10	17
KRT14	17
KRT15	17
KRT16	17
KRT17	17
KRT18	12
KRT19	17
KRT2	12
KRT222	17
KRT23	17
KRT24	17
KRT32	17
KRT40	17
KRT5	12
KRT6A	12
KRT6B	12
KRT6C	12
KRT7	12
KRT8	12
KRT80	12
KRT81	12
KRT86	12
KRT9	17
KRTAP5-1	11
KRTAP5-2	11
KRTAP5-9	11
KRTAP5-AS1	11
KRTCAP2	1
KRTCAP3	2
KSR1	17
KSR2	12
KTI12	1
KTN1	14
KTN1-AS1	14
KXD1	19
L1CAM	X
L1TD1	1
L2HGDH	14
L3HYPDH	14
L3MBTL1	20
L3MBTL2	22
L3MBTL3	6
L3MBTL4	18
LACC1	13
LACE1	6
LACTB	15
LACTB2	8
LAD1	1
LAG3	12
LAGE3	X
LAIR1	19
LAIR2	19
LAMA1	18
LAMA2	6
LAMA3	18
LAMA4	6
LAMA5	20
LAMB1	7
LAMB2	3
LAMB3	1
LAMC1	1
LAMC2	1
LAMP1	13
LAMP2	X
LAMTOR1	11
LAMTOR2	1
LAMTOR3	4
LAMTOR4	7
LAMTOR5	1
LANCL1	2
LANCL2	7
LANCL3	X
LAP3	4
LAPTM4A	2
LAPTM4B	8
LAPTM5	1
LARGE	22
LARP1	5
LARP1B	4
LARP4	12
LARP4B	10
LARP6	15
LARP7	4
LARS	5
LARS2	3
LAS1L	X
LASP1	17
LAT	16
LAT2	7
LATS1	6
LATS2	13
LAX1	1
LAYN	11
LBH	2
LBHD1	11
LBR	1
LBX2	2
LCA5	6
LCA5L	21
LCAT	16
LCK	1
LCLAT1	2
LCMT1	16
LCMT2	15
LCN10	9
LCN12	9
LCN2	9
LCN6	9
LCOR	10
LCORL	4
LCP2	5
LCTL	15
LDB1	10
LDB2	4
LDHA	11
LDHAL6A	11
LDHB	12
LDHD	16
LDLR	19
LDLRAD2	1
LDLRAD3	11
LDLRAD4	18
LDLRAP1	1
LDOC1	X
LDOC1L	22
LEAP2	5
LEF1	4
LEFTY1	1
LEFTY2	1
LEKR1	3
LEMD1	1
LEMD2	6
LEMD3	12
LENG1	19
LENG8	19
LENG9	19
LEO1	15
LEPR	1
LEPROT	1
LEPROTL1	8
LETM1	4
LETM2	8
LETMD1	12
LFNG	7
LGALS1	22
LGALS2	22
LGALS3	14
LGALS3BP	17
LGALS4	19
LGALS7	19
LGALS7B	19
LGALS8	1
LGALS9	17
LGALS9B	17
LGALS9C	17
LGALSL	2
LGI4	19
LGMN	14
LGR4	11
LGR6	1
LGSN	6
LHFP	13
LHFPL1	X
LHFPL2	5
LHFPL5	6
LHPP	10
LHX4	1
LHX6	9
LIAS	4
LIF	22
LIFR	5
LIG1	19
LIG3	17
LIG4	13
LILRA1	19
LILRA2	19
LILRA5	19
LILRA6	19
LILRB1	19
LILRB2	19
LILRB3	19
LILRB5	19
LIMA1	12
LIMCH1	4
LIMD1	3
LIMD2	17
LIME1	20
LIMK1	7
LIMK2	22
LIMS1	2
LIMS2	2
LIMS3	2
LIN28A	1
LIN37	19
LIN52	14
LIN54	4
LIN7A	12
LIN7B	19
LIN7C	11
LIN9	1
LINC-PINT	7
LINC00092	9
LINC00094	9
LINC00114	21
LINC00115	1
LINC00152	2
LINC00160	21
LINC00162	21
LINC00173	12
LINC00174	7
LINC00202-1	10
LINC00239	14
LINC00240	6
LINC00242	6
LINC00261	20
LINC00271	6
LINC00282	13
LINC00294	11
LINC00310	21
LINC00319	21
LINC00323	21
LINC00324	17
LINC00339	1
LINC00346	13
LINC00410	13
LINC00426	13
LINC00471	2
LINC00476	9
LINC00488	3
LINC00494	20
LINC00574	6
LINC00598	13
LINC00632	X
LINC00634	22
LINC00638	14
LINC00657	20
LINC00661	19
LINC00662	19
LINC00667	18
LINC00689	7
LINC00691	3
LINC00839	10
LINC00847	5
LINC00852	3
LINC00882	3
LINC00893	X
LINC00896	22
LINC00908	18
LINC00909	18
LINC00924	15
LINC00926	15
LINC00934	12
LINC00937	12
LINC00961	9
LINC00964	8
LINC00982	1
LINC00998	7
LINC01006	7
LINC01011	6
LINC01089	12
LINC01091	4
LINC01119	2
LINC01124	2
LINC01126	2
LINC01128	1
LINC01134	1
LINC01140	1
LINC01144	1
LINC01184	5
LINC01226	1
LINC01278	X
LINC01547	21
LINC01550	14
LINC01551	14
LINC01558	6
LINC01565	3
LINC01588	14
LINGO1	15
LINGO3	19
LINGO4	1
LIPC	15
LIPF	10
LIPG	18
LIPH	3
LIPT1	2
LIPT2	11
LITAF	16
LIX1L	1
LLGL1	17
LLGL2	17
LLPH	12
LMAN1	18
LMAN1L	15
LMAN2	5
LMAN2L	2
LMBR1	7
LMBR1L	12
LMBRD1	6
LMBRD2	5
LMCD1	3
LMF1	16
LMF2	22
LMLN	3
LMNA	1
LMNB1	5
LMNB2	19
LMNTD1	12
LMNTD2	11
LMO2	11
LMO4	1
LMOD1	1
LMTK2	7
LMTK3	19
LMX1B	9
LNP1	3
LNPEP	5
LNX1	4
LNX2	13
LOH12CR2	12
LONP1	19
LONP2	16
LONRF1	8
LONRF2	2
LONRF3	X
LOX	5
LOXHD1	18
